State,Year,Quarter,Pincode,Transaction_count,Transaction_amount
Delhi,2019,2,110092,1447420,1699242347.4031253
Delhi,2019,2,110059,1253433,1644775347.69461
Delhi,2019,2,110096,1135062,1082885032.8386319
Delhi,2019,2,110009,898421,797946868.5506189
Delhi,2019,2,110085,880534,1078187904.9529653
Delhi,2019,2,110044,854696,1047982166.451843
Delhi,2019,2,110084,761728,787872356.5232568
Delhi,2019,2,110086,743531,949262913.5271858
Delhi,2019,3,110011,20159577,36968948004.60185
Delhi,2019,3,110006,6299017,10912628365.81145
Delhi,2019,3,110092,2006597,2258924174.716863
Delhi,2019,3,110059,1788522,2253162583.953211
Delhi,2019,3,110096,1488979,1427478230.846286
Delhi,2019,3,110009,1268184,1094109975.602434
Delhi,2019,3,110044,1189402,1394782340.6362467
Delhi,2019,3,110085,1143433,1473510184.2576675
Delhi,2019,3,110084,1090367,1088711860.4351394
Delhi,2019,3,110086,1020400,1300031393.1499472
Delhi,2019,4,110011,22861243,44827058149.79611
Delhi,2019,4,110006,8368797,15084559201.205677
Delhi,2019,4,110092,2272569,2702136896.6952114
Delhi,2019,4,110059,1984491,2741932677.6558237
Delhi,2019,4,110001,1849024,3191582302.768433
Delhi,2019,4,110096,1674228,1768512484.805336
Delhi,2019,4,110009,1382755,1206710372.6650624
Delhi,2019,4,110044,1326108,1772763519.7800238
Delhi,2019,4,110084,1232175,1264237271.8626359
Delhi,2019,4,110085,1210245,1750799876.419736
Delhi,2020,1,110006,19881142,34803706848.31907
Delhi,2020,1,110001,13167147,27716426760.692245
Delhi,2020,1,110092,2246745,2823169243.2567444
Delhi,2020,1,110059,2017770,2959094976.1602616
Delhi,2020,1,110096,1688246,1871584508.1730154
Delhi,2020,1,110044,1390523,1922874548.8064523
Delhi,2020,1,110009,1380723,1274244659.2709315
Delhi,2020,1,110084,1309355,1389601330.3081732
Delhi,2020,1,110086,1195886,1853976915.1743221
Delhi,2020,1,110085,1143958,1865166271.1465106
Delhi,2020,2,110006,14401400,26006450222.981194
Delhi,2020,2,110001,9780539,21370003546.27849
Delhi,2020,2,110059,2139941,3106872097.1137457
Delhi,2020,2,110092,1562004,2182879654.086957
Delhi,2020,2,110096,1551398,1650561683.11692
Delhi,2020,2,110044,1481070,1868445423.8846254
Delhi,2020,2,110086,1425918,1945806083.208838
Delhi,2020,2,110084,1182392,1341676545.7617817
Delhi,2020,2,110043,1097029,1679247771.8664317
Delhi,2020,2,110042,1024179,1489023979.0887425
Delhi,2020,3,110006,27731187,53768475790.81149
Delhi,2020,3,110001,11598940,25361403335.98009
Delhi,2020,3,110059,2674239,4417666366.34634
Delhi,2020,3,110092,2031141,3182611926.904725
Delhi,2020,3,110096,1923493,2318443412.1157193
Delhi,2020,3,110044,1896683,2685180754.174213
Delhi,2020,3,110086,1744045,2969194473.03322
Delhi,2020,3,110085,1483956,2736097759.7076325
Delhi,2020,3,110043,1396108,2434306758.173875
Delhi,2020,3,110084,1373338,1948942318.7405493
Delhi,2020,4,110006,24969702,48831647275.471146
Delhi,2020,4,110001,11221269,23683912773.698063
Delhi,2020,4,110059,3799438,6329566157.156872
Delhi,2020,4,110092,3221230,4899618245.881683
Delhi,2020,4,110096,2718700,3438345039.6265783
Delhi,2020,4,110044,2649861,3913817688.1879444
Delhi,2020,4,110086,2341470,4223424733.318021
Delhi,2020,4,110085,2068385,3843461574.789345
Delhi,2020,4,110084,2050059,2865234907.8525743
Delhi,2020,4,110043,1917099,3480992953.596157
Delhi,2021,1,110006,46104924,76683904356.11441
Delhi,2021,1,110001,22666307,39323613369.92937
Delhi,2021,1,110059,3737331,6348263610.015632
Delhi,2021,1,110092,3556986,5257050588.351093
Delhi,2021,1,110096,2839758,3612504308.4823294
Delhi,2021,1,110044,2645743,3938469447.3783674
Delhi,2021,1,110086,2287534,4240411610.532942
Delhi,2021,1,110084,2162372,2985492471.767673
Delhi,2021,1,110025,2149774,2920917417.1440935
Delhi,2021,1,110085,2084799,3980312902.164116
Delhi,2021,2,110006,54888173,88849307061.744
Delhi,2021,2,110001,27812030,47085593041.870026
Delhi,2021,2,110059,4052872,6828937673.963655
Delhi,2021,2,110092,3163351,4866794837.461931
Delhi,2021,2,110044,2832954,4116839483.335168
Delhi,2021,2,110096,2782115,3579728478.2270203
Delhi,2021,2,110086,2638400,4600117752.808466
Delhi,2021,2,110084,2220724,3106104150.789544
Delhi,2021,2,110043,2144919,3831289083.036586
Delhi,2021,2,110094,2055104,4068426801.7544923
Delhi,2021,3,110006,77515502,117511789786.6426
Delhi,2021,3,110001,37098256,58772291724.99803
Delhi,2021,3,110059,5085859,8604119136.980774
Delhi,2021,3,110092,4717758,6986398683.703991
Delhi,2021,3,110044,3751590,5383137560.067832
Delhi,2021,3,110096,3708201,4715948100.740036
Delhi,2021,3,110086,3291024,5909926857.842232
Delhi,2021,3,110025,2992099,4083552200.602017
Delhi,2021,3,110084,2951800,4093050255.6921024
Delhi,2021,3,110085,2936940,5522652836.145384
Delhi,2021,4,110006,96850347,152021116180.99402
Delhi,2021,4,110001,45632512,75082085294.90857
Delhi,2021,4,110059,5943757,10518242489.28677
Delhi,2021,4,110092,5571112,8499318004.834803
Delhi,2021,4,110044,4462678,6696444242.114
Delhi,2021,4,110096,4227391,5949257362.615062
Delhi,2021,4,110025,3961746,5551790404.003318
Delhi,2021,4,110086,3930362,7373955799.234581
Delhi,2021,4,110084,3455659,5003762511.4679985
Delhi,2021,4,110085,3441469,6668420149.437773
Delhi,2022,1,110006,112708284,170854549748.09644
Delhi,2022,1,110001,53611907,85366127462.83116
Delhi,2022,1,110059,6517564,11297429691.411884
Delhi,2022,1,110092,5941201,9009246553.242567
Delhi,2022,1,110044,4830269,7219702543.544838
Delhi,2022,1,110096,4584596,6478571783.238957
Delhi,2022,1,110025,4301886,5948489833.09691
Delhi,2022,1,110086,4286737,8020809205.490483
Delhi,2022,1,110084,3775690,5458246572.274104
Delhi,2022,1,110041,3769917,7362518721.575321
Delhi,2022,2,110006,139136098,200269818218.75818
Delhi,2022,2,110001,66110858,99696334337.04666
Delhi,2022,2,110059,7911848,13229721980.598223
Delhi,2022,2,110092,7653561,10718218989.295082
Delhi,2022,2,110044,5867922,8271727766.638143
Delhi,2022,2,110096,5775974,7492470881.603399
Delhi,2022,2,110025,5619553,7230302952.727861
Delhi,2022,2,110086,5076095,9266499934.113005
Delhi,2022,2,110084,4608613,6338184325.3083315
Delhi,2022,2,110085,4554877,8379282455.122171
Delhi,2022,3,110006,222465526,294132832922.7636
Delhi,2022,3,110001,28526787,37616195388.485214
Delhi,2022,3,110011,8581845,11865281418.909304
Delhi,2022,3,110059,7992943,13036442355.379208
Delhi,2022,3,110092,7839965,10701975487.01072
Delhi,2022,3,110091,7698720,10627800097.635551
Delhi,2022,3,110041,6489117,11438042921.96499
Delhi,2022,3,110044,6061206,8284650031.080469
Delhi,2022,3,110096,5849855,7406065685.155811
Delhi,2022,3,110025,5742673,7179824596.728046
Delhi,2022,4,110006,258183697,349487194869.16797
Delhi,2022,4,110001,20480539,26584239117.371742
Delhi,2022,4,110091,9548765,13433850052.441826
Delhi,2022,4,110059,8586883,14036923423.008097
Delhi,2022,4,110092,8283981,11402306752.71709
Delhi,2022,4,110025,6561517,7929218428.945629
Delhi,2022,4,110044,6470704,8894791105.324623
Delhi,2022,4,110041,6313451,11528807332.10993
Delhi,2022,4,110096,6216504,8186001224.2181835
Delhi,2022,4,110086,5461785,9854330085.819221
Delhi,2023,1,110059,14401748,22469453032.0
Delhi,2023,1,110092,14066406,18265971891.0
Delhi,2023,1,110025,11320430,13158283183.0
Delhi,2023,1,110044,11009675,14458618684.0
Delhi,2023,1,110006,10985747,22416864672.0
Delhi,2023,1,110096,10603510,13217950646.0
Delhi,2023,1,110086,9499345,16155588876.0
Delhi,2023,1,110041,8939160,15534241389.0
Delhi,2023,1,110037,8885682,10184833392.0
Delhi,2023,1,110084,8754761,11366458834.0
Delhi,2023,2,110059,17063374,24752482621.0
Delhi,2023,2,110092,16923742,20256742658.0
Delhi,2023,2,110025,12954684,14323897745.0
Delhi,2023,2,110044,12873616,15732997057.0
Delhi,2023,2,110006,12656392,22629045768.0
Delhi,2023,2,110096,12533110,14237940416.0
Delhi,2023,2,110086,10946572,17448748478.0
Delhi,2023,2,110041,10623356,16897423856.0
Delhi,2023,2,110037,10560752,11374305025.0
Delhi,2023,2,110084,10468147,12577612676.0
Delhi,2023,3,110059,19800398,27131615352.0
Delhi,2023,3,110092,18923715,21651430544.0
Delhi,2023,3,110044,14655455,16760208255.0
Delhi,2023,3,110025,14312398,14968678308.0
Delhi,2023,3,110096,14237812,15213169530.0
Delhi,2023,3,110006,13726809,23532238019.0
Delhi,2023,3,110086,12369075,18681900241.0
Delhi,2023,3,110041,12259607,18226097028.0
Delhi,2023,3,110037,11997697,12087159757.0
Delhi,2023,3,110084,11817320,13498670810.0
Delhi,2023,4,110059,21523382,29668224388.0
Delhi,2023,4,110092,20137718,23437985410.0
Delhi,2023,4,110006,18633644,32134025881.0
Delhi,2023,4,110044,16178703,18860866936.0
Delhi,2023,4,110025,16070175,16822284504.0
Delhi,2023,4,110096,15205954,17055160113.0
Delhi,2023,4,110086,13539030,20861142113.0
Delhi,2023,4,110053,13467866,25094072420.0
Delhi,2023,4,110041,13458704,20587792920.0
Delhi,2023,4,110037,13170706,14352830669.0
Delhi,2024,1,110059,23206594,30628716771.0
Delhi,2024,1,110092,21868539,24392910360.0
Delhi,2024,1,110006,19778301,32059362710.0
Delhi,2024,1,110044,18008615,19807097725.0
Delhi,2024,1,110025,17574332,18038792154.0
Delhi,2024,1,110096,16698015,18098697955.0
Delhi,2024,1,110041,15037276,21826470875.0
Delhi,2024,1,110086,14956119,21960656927.0
Delhi,2024,1,110037,14738074,16950066355.0
Delhi,2024,1,110053,14665749,24849455865.0
Delhi,2024,2,110059,28360917,34014856296.0
Delhi,2024,2,110092,27239780,27116689982.0
Delhi,2024,2,110006,21766967,30614956325.0
Delhi,2024,2,110044,21614581,21657419470.0
Delhi,2024,2,110096,20450772,19588544372.0
Delhi,2024,2,110025,19868656,18841389841.0
Delhi,2024,2,110041,18078029,23855791904.0
Delhi,2024,2,110086,17980318,24027459516.0
Delhi,2024,2,110037,17360693,18618081017.0
Delhi,2024,2,110084,16964145,17355268510.0
Goa,2018,1,403401,9837,17568338.79799645
Goa,2018,1,403722,9744,11322633.100998443
Goa,2018,1,403001,9291,25097908.117774002
Goa,2018,1,403516,8665,20955481.734586556
Goa,2018,1,403601,7816,15253400.125428408
Goa,2018,1,403802,5727,15622484.682305358
Goa,2018,1,403507,5612,11326760.334392622
Goa,2018,1,403521,5338,9688097.036790483
Goa,2018,1,403005,4803,7997260.160450119
Goa,2018,1,403804,4750,6591109.622970567
Goa,2018,2,403001,14264,42305543.14160389
Goa,2018,2,403722,14234,21311964.080055088
Goa,2018,2,403401,12720,24033686.038916767
Goa,2018,2,403601,12610,25616691.07949473
Goa,2018,2,403516,11029,31197737.216437142
Goa,2018,2,403802,8562,22358630.0928068
Goa,2018,2,403507,8020,16272457.977497825
Goa,2018,2,403521,7639,17220070.153678477
Goa,2018,2,403804,6900,11804389.773063881
Goa,2018,2,403005,5665,11613049.902262434
Goa,2018,3,403722,22917,33996326.905014634
Goa,2018,3,403001,22113,65175719.31863793
Goa,2018,3,403601,17903,40436318.02285242
Goa,2018,3,403401,16296,32348257.544165842
Goa,2018,3,403516,14608,40797130.68329917
Goa,2018,3,403521,11974,24385856.599048506
Goa,2018,3,403507,11946,24276446.699803285
Goa,2018,3,403802,11877,35494034.94870578
Goa,2018,3,403710,10563,13827083.058513794
Goa,2018,3,403804,8901,15925722.27251947
Goa,2018,4,403722,35544,50505207.291698724
Goa,2018,4,403001,32336,92617451.5407976
Goa,2018,4,403516,28227,80392196.0785678
Goa,2018,4,403601,26619,61260100.20156902
Goa,2018,4,403401,25089,52196415.07646713
Goa,2018,4,403521,18212,42707960.5111669
Goa,2018,4,403507,17757,39324040.12836148
Goa,2018,4,403802,16922,45556297.049840055
Goa,2018,4,403710,14586,20619676.600668464
Goa,2018,4,403515,12864,36191963.10593755
Goa,2019,1,403722,52100,65683966.67567325
Goa,2019,1,403516,49429,120568641.04708979
Goa,2019,1,403001,48157,117126419.80409841
Goa,2019,1,403601,40500,72041015.08431391
Goa,2019,1,403401,34688,69409662.83687635
Goa,2019,1,403507,25462,54691868.07654284
Goa,2019,1,403521,24945,51936751.3167674
Goa,2019,1,403802,23939,57966580.45296638
Goa,2019,1,403710,19391,25831797.922720797
Goa,2019,1,403515,18550,50212250.01811467
Goa,2019,2,403516,57502,140158213.78222042
Goa,2019,2,403001,50187,132034209.74153921
Goa,2019,2,403722,46052,69733882.07660605
Goa,2019,2,403601,44713,84650318.23221943
Goa,2019,2,403401,35486,73280500.60831174
Goa,2019,2,403802,26923,62896772.91372284
Goa,2019,2,403521,26720,60016280.44808927
Goa,2019,2,403507,26362,55923459.27119877
Goa,2019,2,403005,22682,46886341.52291346
Goa,2019,2,403515,19989,53445689.19045977
Goa,2019,3,403001,76717,190634992.80205646
Goa,2019,3,403516,72782,153953785.33328107
Goa,2019,3,403601,65384,112165356.47320148
Goa,2019,3,403722,58525,81441507.5393357
Goa,2019,3,403401,53766,100238324.18056624
Goa,2019,3,403521,43429,77069541.92646293
Goa,2019,3,403507,39517,70585529.42320849
Goa,2019,3,403802,38669,80096433.45362031
Goa,2019,3,403515,27668,61086760.88481556
Goa,2019,3,403005,27014,66619911.01644364
Goa,2019,4,403516,135378,292464329.40128493
Goa,2019,4,403001,106136,274328742.6405559
Goa,2019,4,403601,82485,154011504.60519874
Goa,2019,4,403722,69794,101338410.79671639
Goa,2019,4,403401,67906,126015373.96237186
Goa,2019,4,403521,62840,110927788.74862257
Goa,2019,4,403507,55086,106950656.23655891
Goa,2019,4,403802,47438,99171215.86013775
Goa,2019,4,403515,45767,103157548.62163651
Goa,2019,4,403509,44608,88622164.20410326
Goa,2020,1,403516,191898,368233387.98176056
Goa,2020,1,403001,181964,419066205.0266466
Goa,2020,1,403601,92215,169975147.56472602
Goa,2020,1,403401,87357,151470379.04268157
Goa,2020,1,403722,77810,107097598.3548781
Goa,2020,1,403521,74055,124787715.79154593
Goa,2020,1,403507,66856,120959303.59654321
Goa,2020,1,403515,59435,129517496.98445582
Goa,2020,1,403509,59406,109711951.40708037
Goa,2020,1,403802,58884,120845363.58208416
Goa,2020,2,403001,104077,201722910.30992788
Goa,2020,2,403401,82301,131689536.39495003
Goa,2020,2,403601,81918,132438816.34414929
Goa,2020,2,403722,74903,96657132.99605414
Goa,2020,2,403802,61104,118807661.66847572
Goa,2020,2,403507,59280,90142313.17402735
Goa,2020,2,403521,53506,69189469.4578091
Goa,2020,2,403710,42485,54164312.08651282
Goa,2020,2,403512,37359,50467381.80841158
Goa,2020,2,403516,36500,49911400.72982073
Goa,2020,3,403001,290028,642201696.1086454
Goa,2020,3,403601,108610,201400826.61977273
Goa,2020,3,403401,102498,187564533.42317834
Goa,2020,3,403722,98151,137838508.5320889
Goa,2020,3,403802,82424,169072236.57004094
Goa,2020,3,403507,72366,123686880.73359972
Goa,2020,3,403521,55838,87669159.90367323
Goa,2020,3,403710,49056,66953740.986312434
Goa,2020,3,403801,47326,88705938.65996572
Goa,2020,3,403512,39780,64358559.460581675
Goa,2020,4,403001,442303,1003262762.8099118
Goa,2020,4,403516,341199,647782223.4899273
Goa,2020,4,403601,185424,336967381.7900932
Goa,2020,4,403401,163622,298007827.74816597
Goa,2020,4,403722,158787,207336070.7699212
Goa,2020,4,403802,140557,255249103.41848332
Goa,2020,4,403507,127715,227370371.3648451
Goa,2020,4,403509,122477,216907309.71941936
Goa,2020,4,403518,109287,204571207.0442194
Goa,2020,4,403521,108192,198701199.0398263
Goa,2021,1,403001,900379,1813311525.497085
Goa,2021,1,403516,608783,1124876181.580154
Goa,2021,1,403509,219443,342997313.27164125
Goa,2021,1,403601,216236,392116727.1101128
Goa,2021,1,403518,198518,343463927.6784506
Goa,2021,1,403401,194115,355392238.3083636
Goa,2021,1,403515,174697,370042392.7646188
Goa,2021,1,403722,171177,217740794.93573526
Goa,2021,1,403802,159496,283329944.4390445
Goa,2021,1,403507,154751,292443367.5895457
Goa,2021,2,403001,1001588,1763922715.9206922
Goa,2021,2,403601,223522,384320497.3764209
Goa,2021,2,403401,221939,398131964.4125824
Goa,2021,2,403516,193862,342436816.4245352
Goa,2021,2,403722,190515,229145844.03707737
Goa,2021,2,403802,168897,286209153.45422065
Goa,2021,2,403507,140659,261136158.75062644
Goa,2021,2,403521,121990,201416435.32689095
Goa,2021,2,403512,110023,182998989.97435188
Goa,2021,2,403706,103193,169324337.47858804
Goa,2021,3,403001,1269330,2044070749.06711
Goa,2021,3,403516,395262,638515757.9112428
Goa,2021,3,403601,317882,555045295.1688402
Goa,2021,3,403401,286827,512751065.2781217
Goa,2021,3,403722,251178,289428212.9580049
Goa,2021,3,403802,237796,371935773.5213637
Goa,2021,3,403507,204635,367216100.16554654
Goa,2021,3,403509,164288,246987777.71069813
Goa,2021,3,403521,154967,238410595.37245578
Goa,2021,3,403512,142394,230076995.43356198
Goa,2021,4,403001,1935051,3497234194.7621446
Goa,2021,4,403516,1192672,2016364161.2772582
Goa,2021,4,403601,464535,800465316.2670435
Goa,2021,4,403509,437149,679267238.5503191
Goa,2021,4,403401,401455,707421144.5787781
Goa,2021,4,403518,399671,642590923.3267617
Goa,2021,4,403515,367244,714821614.0033742
Goa,2021,4,403802,329794,511366456.2412397
Goa,2021,4,403507,324042,563749463.5254459
Goa,2021,4,403722,321484,375250790.9597401
Goa,2022,1,403001,2218382,3849342160.883536
Goa,2022,1,403516,1184397,1857474633.5399528
Goa,2022,1,403601,520482,871831234.4884224
Goa,2022,1,403401,448371,779844720.1042322
Goa,2022,1,403509,431325,631078591.084168
Goa,2022,1,403518,389844,583453717.5851089
Goa,2022,1,403802,383586,579215263.7718663
Goa,2022,1,403507,375607,633332980.3002012
Goa,2022,1,403515,366783,668639001.0601594
Goa,2022,1,403722,352413,387050031.81609297
Goa,2022,2,403001,2800103,4813402074.055575
Goa,2022,2,403516,1439820,2301577602.2906885
Goa,2022,2,403601,607869,1021676601.4450332
Goa,2022,2,403401,507069,846827682.8290693
Goa,2022,2,403518,478632,716800766.1650076
Goa,2022,2,403802,451143,662134760.2385962
Goa,2022,2,403509,447804,669655284.3656847
Goa,2022,2,403507,428555,712951425.2703474
Goa,2022,2,403722,417201,432896368.2479522
Goa,2022,2,403515,416577,744458372.7928652
Goa,2022,3,403001,1365759,2544949835.9234076
Goa,2022,3,403516,1074672,1660765761.4184957
Goa,2022,3,403802,845280,1075071142.666737
Goa,2022,3,403601,718426,1066730836.1970854
Goa,2022,3,403401,551495,914585154.5429705
Goa,2022,3,403722,451398,429256606.0564636
Goa,2022,3,403509,443250,610242800.8031936
Goa,2022,3,403507,422461,646755952.0664686
Goa,2022,3,403518,374000,549619765.7036223
Goa,2022,3,403521,365018,603704117.7635392
Goa,2022,4,403516,1982311,2953947926.863951
Goa,2022,4,403001,1382900,2655630408.285596
Goa,2022,4,403802,1111346,1351437573.5668936
Goa,2022,4,403401,731429,946991512.7773011
Goa,2022,4,403509,719878,989478996.6576272
Goa,2022,4,403601,719116,1147530118.0159225
Goa,2022,4,403518,600002,882873127.7779348
Goa,2022,4,403515,595491,1028478412.8185902
Goa,2022,4,403507,540506,830155737.7467749
Goa,2022,4,403722,487326,460166681.4025325
Goa,2023,1,403516,2885692,4345863492.0
Goa,2023,1,403001,1562676,3152892550.0
Goa,2023,1,403601,1166864,1780986038.0
Goa,2023,1,403509,1014847,1371118393.0
Goa,2023,1,403518,953525,1366346593.0
Goa,2023,1,403401,924992,1250668760.0
Goa,2023,1,403515,894464,1515284908.0
Goa,2023,1,403507,892254,1312005130.0
Goa,2023,1,403512,819854,1136840547.0
Goa,2023,1,403802,779559,979466460.0
Goa,2023,2,403516,3176461,4809307923.0
Goa,2023,2,403001,1747115,3638368800.0
Goa,2023,2,403601,1299027,1904718161.0
Goa,2023,2,403518,1112951,1579241623.0
Goa,2023,2,403507,1002116,1429693527.0
Goa,2023,2,403401,999595,1340261389.0
Goa,2023,2,403509,985234,1394115712.0
Goa,2023,2,403515,965557,1602170148.0
Goa,2023,2,403512,873875,1205274352.0
Goa,2023,2,403802,849060,1058855229.0
Goa,2023,3,403516,2526681,3745192683.0
Goa,2023,3,403001,1885629,3883494210.0
Goa,2023,3,403601,1403355,1960394790.0
Goa,2023,3,403401,1108946,1422611915.0
Goa,2023,3,403507,1056827,1393947501.0
Goa,2023,3,403509,965007,1275432417.0
Goa,2023,3,403802,957354,1096590816.0
Goa,2023,3,403518,932012,1315617897.0
Goa,2023,3,403722,906277,817672134.0
Goa,2023,3,403515,865606,1348120498.0
Goa,2023,4,403516,3637689,5098851471.0
Goa,2023,4,403001,2116858,3949006161.0
Goa,2023,4,403601,1650202,2267918943.0
Goa,2023,4,403509,1401229,1767061991.0
Goa,2023,4,403518,1360580,1795853674.0
Goa,2023,4,403507,1278433,1669454205.0
Goa,2023,4,403401,1249783,1545342498.0
Goa,2023,4,403515,1220328,1824603148.0
Goa,2023,4,403512,1109828,1463567436.0
Goa,2023,4,403802,1055242,1178062276.0
Goa,2024,1,403516,3800147,5187801925.0
Goa,2024,1,403001,2149504,3984708157.0
Goa,2024,1,403601,1719981,2309676611.0
Goa,2024,1,403509,1370623,1713874167.0
Goa,2024,1,403518,1363541,1758578324.0
Goa,2024,1,403507,1345537,1708349967.0
Goa,2024,1,403401,1298845,1632065466.0
Goa,2024,1,403515,1232732,1866132654.0
Goa,2024,1,403512,1218585,1606316139.0
Goa,2024,1,403722,1149580,984656554.0
Goa,2024,2,403516,3941100,5245995462.0
Goa,2024,2,403001,2278316,4367906871.0
Goa,2024,2,403601,1853354,2416534002.0
Goa,2024,2,403518,1461607,1880369833.0
Goa,2024,2,403507,1455091,1826214102.0
Goa,2024,2,403401,1386736,1705478508.0
Goa,2024,2,403512,1267302,1565818501.0
Goa,2024,2,403722,1266907,1046684080.0
Goa,2024,2,403509,1265622,1587591774.0
Goa,2024,2,403515,1230736,1820933791.0
Gujarat,2018,1,380018,423426,548596428.2702155
Gujarat,2018,1,395006,162301,214720347.17411375
Gujarat,2018,1,396427,97285,157954445.4003239
Gujarat,2018,1,395010,86146,142239271.32561636
Gujarat,2018,1,395004,78757,100474271.98392478
Gujarat,2018,1,395003,66702,100596288.07336298
Gujarat,2018,1,394210,66248,82245289.39079314
Gujarat,2018,1,390001,56611,94766734.49864133
Gujarat,2018,1,382350,55680,80257787.10926825
Gujarat,2018,1,396191,47965,57243133.692310214
Gujarat,2018,2,380018,463754,758307877.4611406
Gujarat,2018,2,395006,209888,358374308.1652395
Gujarat,2018,2,396427,113375,215785248.7215302
Gujarat,2018,2,395010,113092,221120822.8047099
Gujarat,2018,2,395004,102439,155559046.0178629
Gujarat,2018,2,395003,89555,159215956.5852164
Gujarat,2018,2,394210,87640,137096417.11532813
Gujarat,2018,2,382350,72723,134999275.2524975
Gujarat,2018,2,390001,69104,130748423.42890328
Gujarat,2018,2,396191,62943,93492040.44125229
Gujarat,2018,3,380018,573722,975939712.0372305
Gujarat,2018,3,395006,341229,528128894.3274231
Gujarat,2018,3,395010,164704,321229121.24541855
Gujarat,2018,3,384265,160159,133759995.30954562
Gujarat,2018,3,396427,148798,279902861.96445787
Gujarat,2018,3,395004,132285,211659006.6847221
Gujarat,2018,3,382350,127567,205675497.3388766
Gujarat,2018,3,394210,119802,204135398.43183005
Gujarat,2018,3,380006,117394,145133455.7465284
Gujarat,2018,3,364002,113276,120633436.64904562
Gujarat,2018,4,380018,643919,1173940659.2927508
Gujarat,2018,4,395006,290080,585125926.221817
Gujarat,2018,4,380015,191363,233202833.5228809
Gujarat,2018,4,395010,181745,420010935.6893592
Gujarat,2018,4,396427,167118,336454142.6706798
Gujarat,2018,4,394210,165510,290783624.61075425
Gujarat,2018,4,380006,153060,180131636.0909396
Gujarat,2018,4,395004,142927,270933948.97170943
Gujarat,2018,4,380013,134136,198342421.48948702
Gujarat,2018,4,382350,132479,241597813.10561174
Gujarat,2019,1,380018,2317295,3602207468.4702206
Gujarat,2019,1,396427,890893,1531665516.997067
Gujarat,2019,1,395006,443006,790759656.5338777
Gujarat,2019,1,395010,267174,574170903.883326
Gujarat,2019,1,380015,266446,318287526.0636297
Gujarat,2019,1,394210,246614,408334960.990163
Gujarat,2019,1,380006,236157,244252561.73802507
Gujarat,2019,1,382170,227798,137427186.56227446
Gujarat,2019,1,382350,218022,342251658.5039515
Gujarat,2019,1,382721,214453,219548042.30027515
Gujarat,2019,2,380018,6034737,10446888963.74205
Gujarat,2019,2,396427,2916057,5041854311.531418
Gujarat,2019,2,395006,414968,854364539.6318631
Gujarat,2019,2,390001,371756,710427162.5134758
Gujarat,2019,2,380015,310956,377611674.6124442
Gujarat,2019,2,395010,269037,646042461.9564029
Gujarat,2019,2,382350,250084,428354146.0705642
Gujarat,2019,2,394210,233974,432171835.7451432
Gujarat,2019,2,380013,232824,324425407.9813392
Gujarat,2019,2,360001,226802,488659458.52287734
Gujarat,2019,3,380018,5791776,11683489722.006363
Gujarat,2019,3,396427,2710512,5525461372.553297
Gujarat,2019,3,395006,571069,1020660013.5659819
Gujarat,2019,3,382350,505956,578410997.8494031
Gujarat,2019,3,380015,455273,513590650.8654868
Gujarat,2019,3,395010,388138,760839791.4845159
Gujarat,2019,3,380006,381862,367381983.46705395
Gujarat,2019,3,390001,363966,724895033.5052948
Gujarat,2019,3,380013,362107,449461796.678245
Gujarat,2019,3,384265,342874,237505556.90335196
Gujarat,2019,4,380018,5745525,13811436405.017286
Gujarat,2019,4,396427,2626585,6276237298.1199665
Gujarat,2019,4,380001,917461,1982009967.083078
Gujarat,2019,4,395006,552565,1165745706.8077176
Gujarat,2019,4,380015,456655,603831544.2345533
Gujarat,2019,4,382350,443472,723663765.6381704
Gujarat,2019,4,395010,414070,969707102.8092742
Gujarat,2019,4,390001,409081,911892156.7415185
Gujarat,2019,4,394210,399705,691387341.6253154
Gujarat,2019,4,380013,375531,544424446.2835009
Gujarat,2020,1,380001,8107941,19966510984.145233
Gujarat,2020,1,395003,1402174,3734403306.611532
Gujarat,2020,1,395006,645971,1376735168.0980968
Gujarat,2020,1,394210,482947,826191937.9135685
Gujarat,2020,1,395010,467039,1104136613.570354
Gujarat,2020,1,382350,458474,805095627.7104974
Gujarat,2020,1,380015,446819,613341505.6976718
Gujarat,2020,1,390001,443684,1063446407.770895
Gujarat,2020,1,396191,437499,806573971.3800502
Gujarat,2020,1,382481,401588,634964140.7000988
Gujarat,2020,2,380001,8490730,21210698645.19712
Gujarat,2020,2,395003,1197439,2801531524.2471943
Gujarat,2020,2,394210,491210,606798458.849022
Gujarat,2020,2,396191,389735,594630553.6467059
Gujarat,2020,2,382350,357734,586144259.7176538
Gujarat,2020,2,395006,352149,635866692.5254682
Gujarat,2020,2,382345,350621,516910883.211991
Gujarat,2020,2,382481,345147,533416336.1128773
Gujarat,2020,2,385535,327067,647032195.1776508
Gujarat,2020,2,382415,323936,474684195.07314795
Gujarat,2020,3,380001,9734185,23152428012.586617
Gujarat,2020,3,395003,1716356,4234790100.810323
Gujarat,2020,3,390001,627631,1424719677.8692636
Gujarat,2020,3,382350,578686,1113711569.84419
Gujarat,2020,3,394210,550490,886152709.4698042
Gujarat,2020,3,382481,524777,845606210.1047603
Gujarat,2020,3,395006,510309,1172713512.3121746
Gujarat,2020,3,382415,496061,936821603.6409987
Gujarat,2020,3,396191,472523,822408153.032152
Gujarat,2020,3,382330,468060,764094963.3973218
Gujarat,2020,4,380001,9350995,21416748946.661865
