State,Year,Quarter,District,Registered_users
Madhya Pradesh,2022,1,ujjain,680599
Madhya Pradesh,2022,1,sagar,573791
Madhya Pradesh,2022,1,dhar,554545
Madhya Pradesh,2022,1,rewa,533627
Madhya Pradesh,2022,1,chhindwara,528140
Madhya Pradesh,2022,1,satna,488378
Madhya Pradesh,2022,2,indore,2412576
Madhya Pradesh,2022,2,bhopal,1820625
Madhya Pradesh,2022,2,gwalior,970340
Madhya Pradesh,2022,2,jabalpur,889518
Madhya Pradesh,2022,2,ujjain,719339
Madhya Pradesh,2022,2,sagar,605733
Madhya Pradesh,2022,2,dhar,586670
Madhya Pradesh,2022,2,rewa,564327
Madhya Pradesh,2022,2,chhindwara,557958
Madhya Pradesh,2022,2,satna,516107
Madhya Pradesh,2022,3,indore,2537328
Madhya Pradesh,2022,3,bhopal,1915532
Madhya Pradesh,2022,3,gwalior,1022539
Madhya Pradesh,2022,3,jabalpur,935649
Madhya Pradesh,2022,3,ujjain,758373
Madhya Pradesh,2022,3,sagar,638100
Madhya Pradesh,2022,3,dhar,618777
Madhya Pradesh,2022,3,rewa,594588
Madhya Pradesh,2022,3,chhindwara,587412
Madhya Pradesh,2022,3,satna,544011
Madhya Pradesh,2022,4,indore,2660518
Madhya Pradesh,2022,4,bhopal,2009655
Madhya Pradesh,2022,4,gwalior,1073648
Madhya Pradesh,2022,4,jabalpur,980428
Madhya Pradesh,2022,4,ujjain,794711
Madhya Pradesh,2022,4,sagar,667526
Madhya Pradesh,2022,4,dhar,648535
Madhya Pradesh,2022,4,rewa,622122
Madhya Pradesh,2022,4,chhindwara,613456
Madhya Pradesh,2022,4,satna,569320
Madhya Pradesh,2023,1,indore,2780295
Madhya Pradesh,2023,1,bhopal,2101098
Madhya Pradesh,2023,1,gwalior,1123707
Madhya Pradesh,2023,1,jabalpur,1025803
Madhya Pradesh,2023,1,ujjain,832451
Madhya Pradesh,2023,1,sagar,699722
Madhya Pradesh,2023,1,dhar,679569
Madhya Pradesh,2023,1,rewa,651354
Madhya Pradesh,2023,1,chhindwara,642022
Madhya Pradesh,2023,1,satna,596769
Madhya Pradesh,2023,2,indore,2883610
Madhya Pradesh,2023,2,bhopal,2179557
Madhya Pradesh,2023,2,gwalior,1168513
Madhya Pradesh,2023,2,jabalpur,1065846
Madhya Pradesh,2023,2,ujjain,868546
Madhya Pradesh,2023,2,sagar,730094
Madhya Pradesh,2023,2,dhar,710181
Madhya Pradesh,2023,2,rewa,680100
Madhya Pradesh,2023,2,chhindwara,670155
Madhya Pradesh,2023,2,satna,623076
Madhya Pradesh,2023,3,indore,2996261
Madhya Pradesh,2023,3,bhopal,2265685
Madhya Pradesh,2023,3,gwalior,1215484
Madhya Pradesh,2023,3,jabalpur,1108465
Madhya Pradesh,2023,3,ujjain,905474
Madhya Pradesh,2023,3,sagar,761623
Madhya Pradesh,2023,3,dhar,740878
Madhya Pradesh,2023,3,rewa,708385
Madhya Pradesh,2023,3,chhindwara,698604
Madhya Pradesh,2023,3,satna,649398
Madhya Pradesh,2023,4,indore,3098089
Madhya Pradesh,2023,4,bhopal,2344171
Madhya Pradesh,2023,4,gwalior,1257720
Madhya Pradesh,2023,4,jabalpur,1147811
Madhya Pradesh,2023,4,ujjain,938748
Madhya Pradesh,2023,4,sagar,790240
Madhya Pradesh,2023,4,dhar,768839
Madhya Pradesh,2023,4,rewa,734299
Madhya Pradesh,2023,4,chhindwara,724870
Madhya Pradesh,2023,4,satna,673980
Madhya Pradesh,2024,1,indore,3217251
Madhya Pradesh,2024,1,bhopal,2436143
Madhya Pradesh,2024,1,gwalior,1307564
Madhya Pradesh,2024,1,jabalpur,1193636
Madhya Pradesh,2024,1,ujjain,978177
Madhya Pradesh,2024,1,sagar,824727
Madhya Pradesh,2024,1,dhar,802038
Madhya Pradesh,2024,1,rewa,764984
Madhya Pradesh,2024,1,chhindwara,756689
Madhya Pradesh,2024,1,satna,703168
Madhya Pradesh,2024,2,indore,3336262
Madhya Pradesh,2024,2,bhopal,2528021
Madhya Pradesh,2024,2,gwalior,1355896
Madhya Pradesh,2024,2,jabalpur,1239008
Madhya Pradesh,2024,2,ujjain,1015587
Madhya Pradesh,2024,2,sagar,856655
Madhya Pradesh,2024,2,dhar,833099
Madhya Pradesh,2024,2,rewa,794199
Madhya Pradesh,2024,2,chhindwara,785786
Madhya Pradesh,2024,2,satna,730055
Maharashtra,2018,1,pune,1211643
Maharashtra,2018,1,mumbai suburban,719300
Maharashtra,2018,1,thane,631864
Maharashtra,2018,1,nashik,321402
Maharashtra,2018,1,nagpur,280007
Maharashtra,2018,1,aurangabad,266324
Maharashtra,2018,1,mumbai,233538
Maharashtra,2018,1,ahmednagar,197473
Maharashtra,2018,1,solapur,190033
Maharashtra,2018,1,raigad,173015
Maharashtra,2018,2,pune,1592293
Maharashtra,2018,2,mumbai suburban,957633
Maharashtra,2018,2,thane,861292
Maharashtra,2018,2,nashik,436668
Maharashtra,2018,2,nagpur,380425
Maharashtra,2018,2,aurangabad,347838
Maharashtra,2018,2,mumbai,319588
Maharashtra,2018,2,ahmednagar,268520
Maharashtra,2018,2,solapur,259084
Maharashtra,2018,2,palghar,239053
Maharashtra,2018,3,pune,1974138
Maharashtra,2018,3,mumbai suburban,1218632
Maharashtra,2018,3,thane,1104206
Maharashtra,2018,3,nashik,552556
Maharashtra,2018,3,nagpur,487280
Maharashtra,2018,3,aurangabad,428394
Maharashtra,2018,3,mumbai,410878
Maharashtra,2018,3,ahmednagar,344804
Maharashtra,2018,3,solapur,331428
Maharashtra,2018,3,palghar,312322
Maharashtra,2018,4,pune,2498852
Maharashtra,2018,4,mumbai suburban,1578487
Maharashtra,2018,4,thane,1473811
Maharashtra,2018,4,nashik,698343
Maharashtra,2018,4,nagpur,627317
Maharashtra,2018,4,mumbai,543353
Maharashtra,2018,4,aurangabad,534477
Maharashtra,2018,4,ahmednagar,439246
Maharashtra,2018,4,solapur,419060
Maharashtra,2018,4,palghar,414825
Maharashtra,2019,1,pune,3038402
Maharashtra,2019,1,mumbai suburban,1901210
Maharashtra,2019,1,thane,1834051
Maharashtra,2019,1,nashik,853648
Maharashtra,2019,1,nagpur,765612
Maharashtra,2019,1,mumbai,670094
Maharashtra,2019,1,aurangabad,644687
Maharashtra,2019,1,ahmednagar,532651
Maharashtra,2019,1,palghar,521918
Maharashtra,2019,1,raigad,509108
Maharashtra,2019,2,pune,3514081
Maharashtra,2019,2,mumbai suburban,2151657
Maharashtra,2019,2,thane,2118406
Maharashtra,2019,2,nashik,995687
Maharashtra,2019,2,nagpur,887042
Maharashtra,2019,2,mumbai,785480
Maharashtra,2019,2,aurangabad,736863
Maharashtra,2019,2,ahmednagar,614812
Maharashtra,2019,2,palghar,608184
Maharashtra,2019,2,raigad,594675
Maharashtra,2019,3,pune,4004991
Maharashtra,2019,3,mumbai suburban,2407754
Maharashtra,2019,3,thane,2396815
Maharashtra,2019,3,nashik,1155897
Maharashtra,2019,3,nagpur,1015333
Maharashtra,2019,3,mumbai,889541
Maharashtra,2019,3,aurangabad,841802
Maharashtra,2019,3,ahmednagar,705492
Maharashtra,2019,3,palghar,691229
Maharashtra,2019,3,raigad,679155
Maharashtra,2019,4,pune,4416899
Maharashtra,2019,4,thane,2638051
Maharashtra,2019,4,mumbai suburban,2630360
Maharashtra,2019,4,nashik,1304611
Maharashtra,2019,4,nagpur,1134480
Maharashtra,2019,4,mumbai,973018
Maharashtra,2019,4,aurangabad,947081
Maharashtra,2019,4,ahmednagar,805271
Maharashtra,2019,4,palghar,767925
Maharashtra,2019,4,raigad,754910
Maharashtra,2020,1,pune,4802397
Maharashtra,2020,1,thane,2878073
Maharashtra,2020,1,mumbai suburban,2843378
Maharashtra,2020,1,nashik,1448324
Maharashtra,2020,1,nagpur,1251510
Maharashtra,2020,1,mumbai,1054509
Maharashtra,2020,1,aurangabad,1046306
Maharashtra,2020,1,ahmednagar,905962
Maharashtra,2020,1,palghar,848560
Maharashtra,2020,1,raigad,830643
Maharashtra,2020,2,pune,5144688
Maharashtra,2020,2,thane,3135101
Maharashtra,2020,2,mumbai suburban,3060916
Maharashtra,2020,2,nashik,1602650
Maharashtra,2020,2,nagpur,1377642
Maharashtra,2020,2,aurangabad,1142730
Maharashtra,2020,2,mumbai,1141566
Maharashtra,2020,2,ahmednagar,1014520
Maharashtra,2020,2,palghar,947121
Maharashtra,2020,2,solapur,918756
Maharashtra,2020,3,pune,5546002
Maharashtra,2020,3,thane,3401853
Maharashtra,2020,3,mumbai suburban,3304696
Maharashtra,2020,3,nashik,1752191
Maharashtra,2020,3,nagpur,1502777
Maharashtra,2020,3,aurangabad,1244879
Maharashtra,2020,3,mumbai,1234355
Maharashtra,2020,3,ahmednagar,1123648
Maharashtra,2020,3,palghar,1034468
Maharashtra,2020,3,solapur,1012518
Maharashtra,2020,4,pune,6033615
Maharashtra,2020,4,thane,3727358
Maharashtra,2020,4,mumbai suburban,3609970
Maharashtra,2020,4,nashik,1907318
Maharashtra,2020,4,nagpur,1637270
Maharashtra,2020,4,aurangabad,1355656
Maharashtra,2020,4,mumbai,1347356
Maharashtra,2020,4,ahmednagar,1237321
Maharashtra,2020,4,palghar,1136061
Maharashtra,2020,4,solapur,1113260
Maharashtra,2021,1,pune,6481971
Maharashtra,2021,1,thane,4014464
Maharashtra,2021,1,mumbai suburban,3886500
Maharashtra,2021,1,nashik,2049293
Maharashtra,2021,1,nagpur,1761562
Maharashtra,2021,1,aurangabad,1456891
Maharashtra,2021,1,mumbai,1450548
Maharashtra,2021,1,ahmednagar,1333477
Maharashtra,2021,1,palghar,1225423
Maharashtra,2021,1,solapur,1199130
Maharashtra,2021,2,pune,6915820
Maharashtra,2021,2,thane,4290066
Maharashtra,2021,2,mumbai suburban,4151227
Maharashtra,2021,2,nashik,2191882
Maharashtra,2021,2,nagpur,1883447
Maharashtra,2021,2,aurangabad,1557693
Maharashtra,2021,2,mumbai,1549784
Maharashtra,2021,2,ahmednagar,1429562
Maharashtra,2021,2,palghar,1312388
Maharashtra,2021,2,solapur,1283601
Maharashtra,2021,3,pune,7398336
Maharashtra,2021,3,thane,4597394
Maharashtra,2021,3,mumbai suburban,4444495
Maharashtra,2021,3,nashik,2352259
Maharashtra,2021,3,nagpur,2020264
Maharashtra,2021,3,aurangabad,1671665
Maharashtra,2021,3,mumbai,1659663
Maharashtra,2021,3,ahmednagar,1539300
Maharashtra,2021,3,palghar,1410321
Maharashtra,2021,3,solapur,1380100
Maharashtra,2021,4,pune,7880431
Maharashtra,2021,4,thane,4906492
Maharashtra,2021,4,mumbai suburban,4740546
Maharashtra,2021,4,nashik,2510393
Maharashtra,2021,4,nagpur,2157149
Maharashtra,2021,4,aurangabad,1786190
Maharashtra,2021,4,mumbai,1770325
Maharashtra,2021,4,ahmednagar,1646991
Maharashtra,2021,4,palghar,1508500
Maharashtra,2021,4,solapur,1475291
Maharashtra,2022,1,pune,8331582
Maharashtra,2022,1,thane,5196050
Maharashtra,2022,1,mumbai suburban,5017556
Maharashtra,2022,1,nashik,2661739
Maharashtra,2022,1,nagpur,2286011
Maharashtra,2022,1,aurangabad,1894797
Maharashtra,2022,1,mumbai,1873643
Maharashtra,2022,1,ahmednagar,1749682
Maharashtra,2022,1,palghar,1601518
Maharashtra,2022,1,solapur,1565902
Maharashtra,2022,2,pune,8757249
Maharashtra,2022,2,thane,5471749
Maharashtra,2022,2,mumbai suburban,5281053
Maharashtra,2022,2,nashik,2803471
Maharashtra,2022,2,nagpur,2407812
Maharashtra,2022,2,aurangabad,1996927
Maharashtra,2022,2,mumbai,1972178
Maharashtra,2022,2,ahmednagar,1844168
Maharashtra,2022,2,palghar,1689875
Maharashtra,2022,2,solapur,1649511
Maharashtra,2022,3,pune,9194074
Maharashtra,2022,3,thane,5757165
Maharashtra,2022,3,mumbai suburban,5555095
Maharashtra,2022,3,nashik,2948824
Maharashtra,2022,3,nagpur,2532986
Maharashtra,2022,3,aurangabad,2101234
Maharashtra,2022,3,mumbai,2074701
Maharashtra,2022,3,ahmednagar,1940071
Maharashtra,2022,3,palghar,1781265
Maharashtra,2022,3,solapur,1733556
Maharashtra,2022,4,pune,9622338
Maharashtra,2022,4,thane,6042267
Maharashtra,2022,4,mumbai suburban,5831539
Maharashtra,2022,4,nashik,3086721
Maharashtra,2022,4,nagpur,2655029
Maharashtra,2022,4,aurangabad,2201353
Maharashtra,2022,4,mumbai,2178155
Maharashtra,2022,4,ahmednagar,2027819
Maharashtra,2022,4,palghar,1870957
Maharashtra,2022,4,solapur,1811044
Maharashtra,2023,1,pune,10037022
Maharashtra,2023,1,thane,6314618
Maharashtra,2023,1,mumbai suburban,6095695
Maharashtra,2023,1,nashik,3223873
Maharashtra,2023,1,nagpur,2775157
Maharashtra,2023,1,aurangabad,2300283
Maharashtra,2023,1,mumbai,2276888
Maharashtra,2023,1,ahmednagar,2119506
Maharashtra,2023,1,palghar,1957628
Maharashtra,2023,1,solapur,1892509
Maharashtra,2023,2,pune,10396344
Maharashtra,2023,2,thane,6552282
Maharashtra,2023,2,mumbai suburban,6322778
Maharashtra,2023,2,nashik,3350410
Maharashtra,2023,2,nagpur,2882255
Maharashtra,2023,2,aurangabad,2390854
Maharashtra,2023,2,mumbai,2361852
Maharashtra,2023,2,ahmednagar,2208055
Maharashtra,2023,2,palghar,2037722
Maharashtra,2023,2,solapur,1970077
Maharashtra,2023,3,pune,10780092
Maharashtra,2023,3,thane,6802106
Maharashtra,2023,3,mumbai suburban,6560867
Maharashtra,2023,3,nashik,3481028
Maharashtra,2023,3,nagpur,2995471
Maharashtra,2023,3,aurangabad,2485041
Maharashtra,2023,3,mumbai,2450770
Maharashtra,2023,3,ahmednagar,2297997
Maharashtra,2023,3,palghar,2118552
Maharashtra,2023,3,solapur,2050042
Maharashtra,2023,4,pune,11135186
Maharashtra,2023,4,thane,7044610
Maharashtra,2023,4,mumbai suburban,6796218
Maharashtra,2023,4,nashik,3606029
Maharashtra,2023,4,nagpur,3102070
Maharashtra,2023,4,aurangabad,2575931
Maharashtra,2023,4,mumbai,2537871
Maharashtra,2023,4,ahmednagar,2381246
Maharashtra,2023,4,palghar,2198589
Maharashtra,2023,4,solapur,2124162
Maharashtra,2024,1,pune,11546171
Maharashtra,2024,1,thane,7314981
Maharashtra,2024,1,mumbai suburban,7055629
Maharashtra,2024,1,nashik,3747440
Maharashtra,2024,1,nagpur,3225345
Maharashtra,2024,1,aurangabad,2679421
Maharashtra,2024,1,mumbai,2634732
Maharashtra,2024,1,ahmednagar,2477859
Maharashtra,2024,1,palghar,2286819
Maharashtra,2024,1,solapur,2209975
Maharashtra,2024,2,pune,11964579
Maharashtra,2024,2,thane,7591749
Maharashtra,2024,2,mumbai suburban,7325715
Maharashtra,2024,2,nashik,3889850
Maharashtra,2024,2,nagpur,3346275
Maharashtra,2024,2,aurangabad,2783002
Maharashtra,2024,2,mumbai,2734724
Maharashtra,2024,2,ahmednagar,2571674
Maharashtra,2024,2,palghar,2375656
Maharashtra,2024,2,solapur,2293916
Manipur,2018,1,imphal west,11304
Manipur,2018,1,imphal east,6759
Manipur,2018,1,thoubal,2764
Manipur,2018,1,bishnupur,2371
Manipur,2018,1,churachandpur,1524
Manipur,2018,1,kangpokpi,1439
Manipur,2018,1,kakching,915
Manipur,2018,1,ukhrul,602
Manipur,2018,1,tamenglong,550
Manipur,2018,1,jiribam,460
Manipur,2018,2,imphal west,16541
Manipur,2018,2,imphal east,10390
Manipur,2018,2,thoubal,4771
Manipur,2018,2,bishnupur,3751
Manipur,2018,2,churachandpur,2362
Manipur,2018,2,kangpokpi,2183
Manipur,2018,2,kakching,1571
Manipur,2018,2,ukhrul,905
Manipur,2018,2,tamenglong,824
Manipur,2018,2,jiribam,732
Manipur,2018,3,imphal west,21696
Manipur,2018,3,imphal east,13541
Manipur,2018,3,thoubal,6112
Manipur,2018,3,bishnupur,5106
Manipur,2018,3,churachandpur,3420
Manipur,2018,3,kangpokpi,3073
Manipur,2018,3,kakching,2326
Manipur,2018,3,ukhrul,1346
Manipur,2018,3,tamenglong,1268
Manipur,2018,3,jiribam,1086
Manipur,2018,4,imphal west,28383
Manipur,2018,4,imphal east,17777
Manipur,2018,4,thoubal,8027
Manipur,2018,4,bishnupur,7049
Manipur,2018,4,churachandpur,4951
Manipur,2018,4,kangpokpi,4249
Manipur,2018,4,kakching,3153
Manipur,2018,4,ukhrul,1842
Manipur,2018,4,tamenglong,1712
Manipur,2018,4,jiribam,1393
Manipur,2019,1,imphal west,33668
Manipur,2019,1,imphal east,21136
Manipur,2019,1,thoubal,9529
Manipur,2019,1,bishnupur,8537
Manipur,2019,1,churachandpur,6138
Manipur,2019,1,kangpokpi,5212
Manipur,2019,1,kakching,3850
Manipur,2019,1,ukhrul,2368
Manipur,2019,1,tamenglong,2148
Manipur,2019,1,jiribam,1759
Manipur,2019,2,imphal west,39303
Manipur,2019,2,imphal east,24652
Manipur,2019,2,thoubal,10915
Manipur,2019,2,bishnupur,10014
Manipur,2019,2,churachandpur,7662
Manipur,2019,2,kangpokpi,6407
Manipur,2019,2,kakching,4599
Manipur,2019,2,ukhrul,2981
Manipur,2019,2,tamenglong,2628
Manipur,2019,2,chandel,2175
Manipur,2019,3,imphal west,45268
Manipur,2019,3,imphal east,28331
Manipur,2019,3,thoubal,12427
Manipur,2019,3,bishnupur,11647
Manipur,2019,3,churachandpur,9071
Manipur,2019,3,kangpokpi,7621
Manipur,2019,3,kakching,5355
Manipur,2019,3,ukhrul,3488
Manipur,2019,3,tamenglong,3085
Manipur,2019,3,chandel,2581
Manipur,2019,4,imphal west,51063
Manipur,2019,4,imphal east,31935
Manipur,2019,4,thoubal,14194
Manipur,2019,4,bishnupur,13387
Manipur,2019,4,churachandpur,10431
Manipur,2019,4,kangpokpi,8850
Manipur,2019,4,kakching,6126
Manipur,2019,4,ukhrul,4091
Manipur,2019,4,tamenglong,3651
Manipur,2019,4,chandel,3029
Manipur,2020,1,imphal west,57485
Manipur,2020,1,imphal east,36105
Manipur,2020,1,thoubal,16244
Manipur,2020,1,bishnupur,15333
Manipur,2020,1,churachandpur,12420
Manipur,2020,1,kangpokpi,10241
Manipur,2020,1,kakching,7075
Manipur,2020,1,ukhrul,4892
Manipur,2020,1,tamenglong,4169
Manipur,2020,1,chandel,3471
Manipur,2020,2,imphal west,67897
Manipur,2020,2,imphal east,43144
Manipur,2020,2,thoubal,20186
Manipur,2020,2,bishnupur,19027
Manipur,2020,2,churachandpur,15469
Manipur,2020,2,kangpokpi,12965
Manipur,2020,2,kakching,9028
Manipur,2020,2,ukhrul,6223
Manipur,2020,2,tamenglong,5158
Manipur,2020,2,chandel,4278
Manipur,2020,3,imphal west,79723
Manipur,2020,3,imphal east,51383
Manipur,2020,3,thoubal,24183
Manipur,2020,3,bishnupur,22965
Manipur,2020,3,churachandpur,19501
Manipur,2020,3,kangpokpi,15966
Manipur,2020,3,kakching,10752
Manipur,2020,3,ukhrul,7657
Manipur,2020,3,tamenglong,6475
Manipur,2020,3,chandel,5252
Manipur,2020,4,imphal west,88777
Manipur,2020,4,imphal east,57282
Manipur,2020,4,thoubal,26858
Manipur,2020,4,bishnupur,25629
Manipur,2020,4,churachandpur,21960
Manipur,2020,4,kangpokpi,17814
Manipur,2020,4,kakching,11913
Manipur,2020,4,ukhrul,8651
Manipur,2020,4,tamenglong,7322
Manipur,2020,4,chandel,5987
Manipur,2021,1,imphal west,96101
Manipur,2021,1,imphal east,62004
Manipur,2021,1,thoubal,29072
Manipur,2021,1,bishnupur,27615
Manipur,2021,1,churachandpur,23827
Manipur,2021,1,kangpokpi,19239
Manipur,2021,1,kakching,12888
Manipur,2021,1,ukhrul,9372
Manipur,2021,1,tamenglong,7960
Manipur,2021,1,chandel,6467
Manipur,2021,2,imphal west,102833
Manipur,2021,2,imphal east,66388
Manipur,2021,2,thoubal,31139
Manipur,2021,2,bishnupur,29671
Manipur,2021,2,churachandpur,25573
Manipur,2021,2,kangpokpi,20703
Manipur,2021,2,kakching,13816
Manipur,2021,2,ukhrul,10142
Manipur,2021,2,tamenglong,8580
Manipur,2021,2,chandel,6980
Manipur,2021,3,imphal west,110506
Manipur,2021,3,imphal east,71436
Manipur,2021,3,thoubal,33478
Manipur,2021,3,bishnupur,31996
Manipur,2021,3,churachandpur,27600
Manipur,2021,3,kangpokpi,22416
Manipur,2021,3,kakching,14924
Manipur,2021,3,ukhrul,11045
Manipur,2021,3,tamenglong,9326
Manipur,2021,3,chandel,7597
Manipur,2021,4,imphal west,118056
Manipur,2021,4,imphal east,76421
Manipur,2021,4,thoubal,35832
Manipur,2021,4,bishnupur,34316
Manipur,2021,4,churachandpur,29651
Manipur,2021,4,kangpokpi,24082
Manipur,2021,4,kakching,15985
Manipur,2021,4,ukhrul,11949
Manipur,2021,4,tamenglong,10063
Manipur,2021,4,chandel,8184
Manipur,2022,1,imphal west,125131
Manipur,2022,1,imphal east,81134
Manipur,2022,1,thoubal,38088
Manipur,2022,1,bishnupur,36514
Manipur,2022,1,churachandpur,31533
Manipur,2022,1,kangpokpi,25589
Manipur,2022,1,kakching,17014
Manipur,2022,1,ukhrul,12728
Manipur,2022,1,tamenglong,10719
Manipur,2022,1,chandel,8724
Manipur,2022,2,imphal west,131901
Manipur,2022,2,imphal east,85559
Manipur,2022,2,thoubal,40196
Manipur,2022,2,bishnupur,38512
Manipur,2022,2,churachandpur,33293
Manipur,2022,2,kangpokpi,27002
Manipur,2022,2,kakching,18011
Manipur,2022,2,ukhrul,13435
Manipur,2022,2,tamenglong,11310
Manipur,2022,2,chandel,9201
Manipur,2022,3,imphal west,138892
Manipur,2022,3,imphal east,90100
Manipur,2022,3,thoubal,42321
Manipur,2022,3,bishnupur,40486
Manipur,2022,3,churachandpur,35081
Manipur,2022,3,kangpokpi,28377
Manipur,2022,3,kakching,18979
Manipur,2022,3,ukhrul,14002
Manipur,2022,3,tamenglong,11830
Manipur,2022,3,chandel,9647
Manipur,2022,4,imphal west,145422
Manipur,2022,4,imphal east,94344
Manipur,2022,4,thoubal,44264
Manipur,2022,4,bishnupur,42189
Manipur,2022,4,churachandpur,36722
Manipur,2022,4,kangpokpi,29563
Manipur,2022,4,kakching,19797
Manipur,2022,4,ukhrul,14415
Manipur,2022,4,tamenglong,12297
Manipur,2022,4,chandel,9973
Manipur,2023,1,imphal west,151777
Manipur,2023,1,imphal east,98499
Manipur,2023,1,thoubal,46248
Manipur,2023,1,bishnupur,44031
Manipur,2023,1,churachandpur,38361
Manipur,2023,1,kangpokpi,30917
Manipur,2023,1,kakching,20700
Manipur,2023,1,ukhrul,15024
Manipur,2023,1,tamenglong,12843
Manipur,2023,1,chandel,10406
Manipur,2023,2,imphal west,157911
Manipur,2023,2,imphal east,102530
Manipur,2023,2,thoubal,48169
Manipur,2023,2,bishnupur,46010
Manipur,2023,2,churachandpur,40043
Manipur,2023,2,kangpokpi,32306
Manipur,2023,2,kakching,21613
Manipur,2023,2,ukhrul,15758
Manipur,2023,2,tamenglong,13463
Manipur,2023,2,chandel,10941
Manipur,2023,3,imphal west,164350
Manipur,2023,3,imphal east,106699
Manipur,2023,3,thoubal,50179
Manipur,2023,3,bishnupur,47895
Manipur,2023,3,churachandpur,41799
Manipur,2023,3,kangpokpi,33690
Manipur,2023,3,kakching,22516
Manipur,2023,3,ukhrul,16460
Manipur,2023,3,tamenglong,14077
Manipur,2023,3,chandel,11414
Manipur,2023,4,imphal west,171021
Manipur,2023,4,imphal east,111164
Manipur,2023,4,thoubal,52303
Manipur,2023,4,bishnupur,49929
Manipur,2023,4,churachandpur,43539
Manipur,2023,4,kangpokpi,35090
Manipur,2023,4,kakching,23493
Manipur,2023,4,ukhrul,17147
Manipur,2023,4,tamenglong,14662
Manipur,2023,4,chandel,11910
Manipur,2024,1,imphal west,178251
Manipur,2024,1,imphal east,115869
Manipur,2024,1,thoubal,54656
Manipur,2024,1,bishnupur,52163
Manipur,2024,1,churachandpur,45497
Manipur,2024,1,kangpokpi,36739
Manipur,2024,1,kakching,24577
Manipur,2024,1,ukhrul,18087
Manipur,2024,1,tamenglong,15465
Manipur,2024,1,chandel,12511
Manipur,2024,2,imphal west,185769
Manipur,2024,2,imphal east,120912
Manipur,2024,2,thoubal,57078
Manipur,2024,2,bishnupur,54415
Manipur,2024,2,churachandpur,47436
Manipur,2024,2,kangpokpi,38209
Manipur,2024,2,kakching,25649
Manipur,2024,2,ukhrul,18768
Manipur,2024,2,tamenglong,16084
Manipur,2024,2,chandel,13030
Meghalaya,2018,1,east khasi hills,9310
Meghalaya,2018,1,west garo hills,3671
Meghalaya,2018,1,ribhoi,1891
Meghalaya,2018,1,east jaintia hills,1419
Meghalaya,2018,1,west jaintia hills,736
Meghalaya,2018,1,south garo hills,343
Meghalaya,2018,1,south west garo hills,299
Meghalaya,2018,1,west khasi hills,299
Meghalaya,2018,1,north garo hills,254
Meghalaya,2018,1,east garo hills,236
Meghalaya,2018,2,east khasi hills,12907
Meghalaya,2018,2,west garo hills,5289
Meghalaya,2018,2,ribhoi,2869
Meghalaya,2018,2,east jaintia hills,2051
Meghalaya,2018,2,west jaintia hills,1023
Meghalaya,2018,2,south garo hills,530
Meghalaya,2018,2,south west garo hills,485
Meghalaya,2018,2,west khasi hills,472
Meghalaya,2018,2,north garo hills,445
Meghalaya,2018,2,east garo hills,437
Meghalaya,2018,3,east khasi hills,17543
Meghalaya,2018,3,west garo hills,7529
Meghalaya,2018,3,ribhoi,3889
Meghalaya,2018,3,east jaintia hills,2886
Meghalaya,2018,3,west jaintia hills,1465
Meghalaya,2018,3,south garo hills,821
Meghalaya,2018,3,south west garo hills,810
Meghalaya,2018,3,north garo hills,737
Meghalaya,2018,3,west khasi hills,730
Meghalaya,2018,3,east garo hills,694
Meghalaya,2018,4,east khasi hills,22845
Meghalaya,2018,4,west garo hills,10445
Meghalaya,2018,4,ribhoi,5207
Meghalaya,2018,4,east jaintia hills,3735
Meghalaya,2018,4,west jaintia hills,1861
Meghalaya,2018,4,south west garo hills,1115
Meghalaya,2018,4,north garo hills,1092
Meghalaya,2018,4,east garo hills,1067
Meghalaya,2018,4,south garo hills,1057
Meghalaya,2018,4,west khasi hills,957
Meghalaya,2019,1,east khasi hills,27937
Meghalaya,2019,1,west garo hills,12932
Meghalaya,2019,1,ribhoi,6543
Meghalaya,2019,1,east jaintia hills,4643
Meghalaya,2019,1,west jaintia hills,2276
Meghalaya,2019,1,north garo hills,1482
Meghalaya,2019,1,south west garo hills,1434
Meghalaya,2019,1,east garo hills,1424
Meghalaya,2019,1,south garo hills,1296
Meghalaya,2019,1,west khasi hills,1191
Meghalaya,2019,2,east khasi hills,33377
Meghalaya,2019,2,west garo hills,15673
Meghalaya,2019,2,ribhoi,7894
Meghalaya,2019,2,east jaintia hills,5580
Meghalaya,2019,2,west jaintia hills,2846
Meghalaya,2019,2,north garo hills,1965
Meghalaya,2019,2,south west garo hills,1902
Meghalaya,2019,2,east garo hills,1855
Meghalaya,2019,2,south garo hills,1640
Meghalaya,2019,2,west khasi hills,1566
Meghalaya,2019,3,east khasi hills,38761
Meghalaya,2019,3,west garo hills,18509
Meghalaya,2019,3,ribhoi,9007
Meghalaya,2019,3,east jaintia hills,6371
Meghalaya,2019,3,west jaintia hills,3346
Meghalaya,2019,3,north garo hills,2403
Meghalaya,2019,3,east garo hills,2313
Meghalaya,2019,3,south west garo hills,2306
Meghalaya,2019,3,south garo hills,2020
Meghalaya,2019,3,west khasi hills,1838
Meghalaya,2019,4,east khasi hills,43484
Meghalaya,2019,4,west garo hills,21300
Meghalaya,2019,4,ribhoi,10308
Meghalaya,2019,4,east jaintia hills,7343
Meghalaya,2019,4,west jaintia hills,3946
Meghalaya,2019,4,north garo hills,2871
